source name	characteristics[Row]	characteristics[Column]	characteristics[Sample]	characteristics[Source Vial]	characteristics[Position]	characteristics[Inj Vol]	characteristics[Instrument Method]	characteristics[Path]	characteristics[File Name]	characteristics[organism]	characteristics[organism part]	characteristics[plate]	characteristics[project]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material type	assay name	technology type	comment[data file]	comment[file uri]	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ProteomeEdge]	factor value[Sample]
PRM_20260312_AD_Target_Plate_2_C8	C	8	AD_1	32	RC8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_C8	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 608	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_C8.raw	PRM_20260312_AD_Target_Plate_2_C8.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_C9	C	9	AD_1	33	RC9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_C9	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 609	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_C9.raw	PRM_20260312_AD_Target_Plate_2_C9.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_C10	C	10	Control	34	RC10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_C10	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 610	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_C10.raw	PRM_20260312_AD_Target_Plate_2_C10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	Control
PRM_20260312_AD_Target_Plate_2_C11	C	11	AD_1	35	RC11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_C11	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 611	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_C11.raw	PRM_20260312_AD_Target_Plate_2_C11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_C12	C	12	AD_1	36	RC12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_C12	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 612	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_C12.raw	PRM_20260312_AD_Target_Plate_2_C12.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_D1	D	1	AD_1	37	RD1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_D1	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 613	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_D1.raw	PRM_20260312_AD_Target_Plate_2_D1.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_D2	D	2	AD_1	38	RD2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_D2	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 614	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_D2.raw	PRM_20260312_AD_Target_Plate_2_D2.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_D3	D	3	AD_1	39	RD3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_D3	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 615	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_D3.raw	PRM_20260312_AD_Target_Plate_2_D3.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_D4	D	4	AD_1	40	RD4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_D4	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 616	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_D4.raw	PRM_20260312_AD_Target_Plate_2_D4.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_D5	D	5	Control	41	RD5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_D5	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 617	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_D5.raw	PRM_20260312_AD_Target_Plate_2_D5.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	Control
PRM_20260312_AD_Target_Plate_2_D6	D	6	AD_1	42	RD6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_D6	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 618	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_D6.raw	PRM_20260312_AD_Target_Plate_2_D6.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_D7	D	7	AD_1	43	RD7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_D7	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 619	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_D7.raw	PRM_20260312_AD_Target_Plate_2_D7.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_D8	D	8	AD_1	44	RD8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_D8	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 620	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_D8.raw	PRM_20260312_AD_Target_Plate_2_D8.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_D9	D	9	AD_1	45	RD9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_D9	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 621	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_D9.raw	PRM_20260312_AD_Target_Plate_2_D9.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_D10	D	10	AD_1	46	RD10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_D10	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 622	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_D10.raw	PRM_20260312_AD_Target_Plate_2_D10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_D11	D	11	AD_1	47	RD11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_D11	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 623	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_D11.raw	PRM_20260312_AD_Target_Plate_2_D11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_D12	D	12	Control	48	RD12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_D12	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 624	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_D12.raw	PRM_20260312_AD_Target_Plate_2_D12.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	Control
PRM_20260312_AD_Target_Plate_2_E1	E	1	AD_1	49	RE1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_E1	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 625	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_E1.raw	PRM_20260312_AD_Target_Plate_2_E1.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_E2	E	2	AD_1	50	RE2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_E2	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 626	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_E2.raw	PRM_20260312_AD_Target_Plate_2_E2.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_E3	E	3	AD_1	51	RE3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_E3	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 627	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_E3.raw	PRM_20260312_AD_Target_Plate_2_E3.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_E4	E	4	AD_1	52	RE4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_E4	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 628	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_E4.raw	PRM_20260312_AD_Target_Plate_2_E4.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_E5	E	5	AD_1	53	RE5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_E5	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 629	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_E5.raw	PRM_20260312_AD_Target_Plate_2_E5.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_E6	E	6	AD_1	54	RE6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_E6	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 630	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_E6.raw	PRM_20260312_AD_Target_Plate_2_E6.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_E7	E	7	AD_1	55	RE7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_E7	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 631	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_E7.raw	PRM_20260312_AD_Target_Plate_2_E7.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_E8	E	8	AD_1	56	RE8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_E8	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 632	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_E8.raw	PRM_20260312_AD_Target_Plate_2_E8.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_E9	E	9	AD_1	57	RE9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_E9	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 633	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_E9.raw	PRM_20260312_AD_Target_Plate_2_E9.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_E10	E	10	AD_1	58	RE10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_E10	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 634	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_E10.raw	PRM_20260312_AD_Target_Plate_2_E10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_E11	E	11	AD_1	59	RE11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_E11	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 635	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_E11.raw	PRM_20260312_AD_Target_Plate_2_E11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
